"SD.11",,"x","x",,"x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x","x","x",,,,,,
"SD.12",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SD.13",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.01",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.02","x","x","x","x","x","x",,"x",,,,,,,,,,,,,,,,,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.03",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.04",,"x","x","x","x","x",,"x",,,,,,,,,,,,,,,,,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.05",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.06",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.07","x","x","x","x","x","x",,"x",,,,,,,,,,,,,,,,,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.08","x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TM.09",,"x","x","x","x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TR.02",,"x","x","x","x","x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TR.03",,"x","x","x","x","x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,
"TV.01",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.02",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.03",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.04",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.05",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x","x","x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.06",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.07",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x",,
"TV.08",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x",,
"TV.09",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x",,
"TV.10",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x",,
"TV.11",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x","x","x"
"TV.12",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,"x","x","x"
"TV.13",,"x","x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.14",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.15",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.16",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.17",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.18",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.19",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV.20",,"x","x","x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
